,Feature,Importance
141,Q02818,0.0019141571
142,P02774,0.001831632
143,P04075,0.0018280377
144,P41222,0.0018192524
145,Q13332,0.0018016453
146,Q99435,0.0016842621
147,Q96KN2,0.0016830093
148,P08697,0.0016204251
149,P05156,0.0016099693
150,Q12805,0.0015788195
151,Q14508,0.001552357
152,O14498,0.001547963
153,Q9NQ79,0.001486393
154,Q08380,0.0014600701
155,P07711,0.0014485664
156,P60174,0.0013880021
157,P04406,0.0013839775
158,P01834,0.0013577103
159,P49588,0.00130562
160,O15394,0.0012649237
161,P36980,0.001175232
162,Q8NBJ4,0.0011696501
163,P05155,0.0011545717
164,P07998,0.0011543272
165,P07333,0.0011368865
166,P01344,0.0011293729
167,Q13283,0.001120009
168,P43652,0.0011042836
169,P02750,0.0011002072
170,P01859,0.0010947337
171,Q99683,0.0010916897
172,P07858,0.0010904976
173,Q13451,0.0010703517
174,P04217,0.0010435737
175,P54289,0.0010375325
176,P02787,0.0010047097
177,P02452,0.0010043269
178,P04433,0.0010039234
179,P07195,0.000974635
180,P10909,0.00096999237
181,Q16610,0.0009579986
182,Q99829,0.0009516152
183,O14791,0.0009439887
184,P12109,0.00093914306
185,Q9HDC9,0.0008888417
186,P01833,0.0008822907
187,P09486,0.00086252164
188,P19827,0.00084986165
189,P02760,0.0008391029
190,P05408,0.0008304059
191,P16070,0.0008046244
192,P00450,0.0007654354
193,P61769,0.00076366914
194,P08493,0.0007052871
195,O00584,0.0006422914
196,Q562R1,0.00062673795
197,P04156,0.0006259149
198,P17936,0.0006165463
199,P18065,0.0006048182
200,Q96S96,0.00048710467
201,O00391,0.00047386417
202,P07602,0.00046792044
203,P35542,0.00046255832
204,Q9UHG2,0.00046029774
205,O00533,0.00045926787
206,P01008,0.0004428667
207,P19652,0.00043858003
208,P61626,0.00042982426
209,O75326,0.00041465316
210,P14174,0.00037302755
211,P06727,0.0003335588
212,P30086,0.0003157569
213,P10645,0.00029767246
214,P01031,0.00029245566
215,Q8IWV7,0.0002824518
216,P01023,0.00027097107
217,Q13449,0.0002560668
218,P00746,0.00024168618
219,P01024,0.00014063732
220,Q92520,0.00012929218
221,P01780,6.175174e-05
222,Q8N2S1,5.1827097e-05
223,P13473,5.0556064e-05
224,P23142,4.5614273e-05
225,Q6UX71,3.6252728e-05
226,P09871,1.5691321e-05
